role,title,company,city,location,description,skills,skill_count,combined_text,education,job_mode,experience_min,experience_max,days_ago,posted_date,salary_raw,salary_min,salary_max,salary_estimate,source,extracted_skills,extracted_skill_count
Business Analyst,Business Analyst,Latentview,Bengaluru,"Chennai, Bengaluru, India",Ab Testing SQL Metrics Insights KPI Hypothesis Testing Tableau Statistics,"agile, excel, jira, power bi, scrum, sql, statistics, tableau",8,"Business Analyst agile, excel, jira, power bi, scrum, sql, statistics, tableau Ab Testing SQL Metrics Insights KPI Hypothesis Testing Tableau Statistics Bachelor's On-site Bengaluru",Bachelor's,On-site,4,7,1,1 day ago,Not Disclosed,,,840000,Naukri,"statistics, sql, tableau, r",4
Business Analyst,Business Analyst,Purpletalk,Hyderabad,"Hyderabad, India",Agile Methodology Wireframing Requirement Gathering Backlog Management Scrum User Stories Prototyping Agile,"agile, excel, jira, power bi, scrum, sql, tableau",7,"Business Analyst agile, excel, jira, power bi, scrum, sql, tableau Agile Methodology Wireframing Requirement Gathering Backlog Management Scrum User Stories Prototyping Agile Bachelor's On-site Hyderabad",Bachelor's,On-site,3,5,3,3 days ago,Not Disclosed,,,780000,Naukri,r,1
Business Analyst,Business Analyst,Surya Software Systems,Chennai,"Chennai, India",Finance Banking And Finance Fintech Bfsi Financial Products Risk Management Banking Products Business analysis,"agile, excel, jira, power bi, scrum, sql, tableau",7,"Business Analyst agile, excel, jira, power bi, scrum, sql, tableau Finance Banking And Finance Fintech Bfsi Financial Products Risk Management Banking Products Business analysis Bachelor's On-site Chennai",Bachelor's,On-site,0,1,2,2 days ago,4-4.5 Lacs PA,400000.0,450000.0,425000,Naukri,r,1
Business Analyst,Business Analyst,Ibeforum,Bengaluru,"Bengaluru(Koramangala), India",Business Analytics closing abilities SPIN selling Business Development Development Closing Analytics Business analysis,"agile, excel, jira, power bi, scrum, sql, tableau",7,"Business Analyst agile, excel, jira, power bi, scrum, sql, tableau Business Analytics closing abilities SPIN selling Business Development Development Closing Analytics Business analysis Bachelor's On-site Bengaluru",Bachelor's,On-site,0,3,4,4 days ago,Not Disclosed,,,600000,Naukri,,0
Business Analyst,Business Analyst (MS3),Maruti Suzuki Arena Ktl,Gurugram,"Gurugram, India",Business process Change management Operational excellence Business process re-engineering Stakeholder management Service quality Operations Secondary research,"agile, excel, jira, power bi, scrum, sql, tableau",7,"Business Analyst agile, excel, jira, power bi, scrum, sql, tableau Business process Change management Operational excellence Business process re-engineering Stakeholder management Service quality Operations Secondary research Bachelor's On-site Gurugram",Bachelor's,On-site,2,6,1,1 day ago,Not Disclosed,,,720000,Naukri,"excel, r",2
Business Analyst,Business Analyst,Pace Wisdom Solutions,Bengaluru,"Bengaluru, India",Computer science SAN Product engineering Business analysis Consulting Agile Presales SOW,"agile, excel, jira, power bi, scrum, sql, tableau",7,"Business Analyst agile, excel, jira, power bi, scrum, sql, tableau Computer science SAN Product engineering Business analysis Consulting Agile Presales SOW Bachelor's On-site Bengaluru",Bachelor's,On-site,2,5,2,2 days ago,Not Disclosed,,,720000,Naukri,r,1
Business Analyst,Business Analyst - Retirement AI,Razorthink,Bengaluru,"Mumbai, Delhi / NCR, Bengaluru, India",Business Analysis MS Excel retirement planning Confluence JIRA SQL Excel Retirement,"agile, excel, jira, power bi, scrum, sql, tableau",7,"Business Analyst agile, excel, jira, power bi, scrum, sql, tableau Business Analysis MS Excel retirement planning Confluence JIRA SQL Excel Retirement Bachelor's On-site Bengaluru",Bachelor's,On-site,5,7,1,1 day ago,Not Disclosed,,,900000,Naukri,"excel, sql, r",3
Backend Developer,EY Hiring || Backend Developer,Ey,Delhi,"New Delhi, Gurugram, Delhi / NCR, India",Java Backend Spring Boot GIT JUnit Backend Developer SonarQube Oracle,"django, docker, flask, git, java, mysql, node.js, postgresql, python, rest api, spring boot",11,"Backend Developer django, docker, flask, git, java, mysql, node.js, postgresql, python, rest api, spring boot Java Backend Spring Boot GIT JUnit Backend Developer SonarQube Oracle B.Tech On-site Delhi",B.Tech,On-site,3,8,7,1 week ago,Not Disclosed,,,880000,Naukri,"java, git, r",3
Backend Developer,Backend Developer (microservices architecture),Maruti Suzuki,Gurugram,"Gurugram, India",System architecture Backend NoSQL Analytical Agile Scrum MongoDB Project delivery,"agile, django, docker, flask, java, microservices, mongodb, mysql, node.js, postgresql, python, rest api, scrum, spring boot",14,"Backend Developer agile, django, docker, flask, java, microservices, mongodb, mysql, node.js, postgresql, python, rest api, scrum, spring boot System architecture Backend NoSQL Analytical Agile Scrum MongoDB Project delivery B.Tech On-site Gurugram",B.Tech,On-site,4,9,30,3+ weeks ago,Not Disclosed,,,940000,Naukri,"mongodb, sql, r",3
Backend Developer,"Backend Developer - UIDAI, Bengaluru",National Institute For Smart Government (Nisg),Bengaluru,"Bangalore Rural, Bengaluru, India",Java Docker Microsoft Azure AWS Python Rest NoSQL GCP,"aws, azure, django, docker, flask, gcp, java, mysql, node.js, postgresql, python, rest api, spring boot",13,"Backend Developer aws, azure, django, docker, flask, gcp, java, mysql, node.js, postgresql, python, rest api, spring boot Java Docker Microsoft Azure AWS Python Rest NoSQL GCP B.Tech On-site Bengaluru",B.Tech,On-site,5,8,5,5 days ago,5-12 Lacs PA,500000.0,1200000.0,850000,Naukri,"aws, docker, java, sql, python, r, azure",7
Backend Developer,Backend Developer,Syngenta,Pune,"Pune, India",Computer science Automation Load testing Database design Postgresql Workflow microsoft Monitoring,"django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot",10,"Backend Developer django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot Computer science Automation Load testing Database design Postgresql Workflow microsoft Monitoring B.Tech On-site Pune",B.Tech,On-site,3,8,30,3+ weeks ago,Not Disclosed,,,880000,Naukri,"postgresql, sql, r",3
Backend Developer,SPSF EMEA - Backend Developer,Barclays,Pune,"Pune, India",Unix Core Java Backend Coding System integration Javascript Unit testing application architecture,"django, docker, flask, java, javascript, mysql, node.js, postgresql, python, rest api, spring boot",11,"Backend Developer django, docker, flask, java, javascript, mysql, node.js, postgresql, python, rest api, spring boot Unix Core Java Backend Coding System integration Javascript Unit testing application architecture B.Tech On-site Pune",B.Tech,On-site,5,10,30,3+ weeks ago,Not Disclosed,,,1000000,Naukri,"javascript, java, r",3
Backend Developer,Backend Developer at A FinTech Company,Talentzo Delhi,Remote,"Remote, India",Java Rest Apis Spring Company Fintech Development Rest API,"django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot",10,"Backend Developer django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot Java Rest Apis Spring Company Fintech Development Rest API B.Tech Remote Remote",B.Tech,Remote,5,8,3,3 days ago,18-27.5 Lacs PA,1800000.0,2750000.0,2275000,Naukri,"java, rest api, r",3
Backend Developer,Backend Developer,Code Players,Other,India,algorithms css web application hibernate jquery microservices sql spring,"css, django, docker, flask, java, microservices, mysql, node.js, postgresql, python, rest api, spring boot, sql",13,"Backend Developer css, django, docker, flask, java, microservices, mysql, node.js, postgresql, python, rest api, spring boot, sql algorithms css web application hibernate jquery microservices sql spring B.Tech On-site India",B.Tech,On-site,0,1,7,1 week ago,Not Disclosed,,,700000,Naukri,"sql, r",2
Backend Developer,Backend Developer,Cubesolutionsdata,Bengaluru,"Bengaluru, India",rest css python software development backend development javascript jquery microservices,"css, django, docker, flask, java, javascript, microservices, mysql, node.js, postgresql, python, rest api, spring boot",13,"Backend Developer css, django, docker, flask, java, javascript, microservices, mysql, node.js, postgresql, python, rest api, spring boot rest css python software development backend development javascript jquery microservices B.Tech On-site Bengaluru",B.Tech,On-site,1,2,7,1 week ago,Not Disclosed,,,760000,Naukri,"javascript, java, python, r",4
Backend Developer,Backend Developer,The Fast Way,Mumbai,"Mumbai, India",Health insurance SIDE Front end Version control GIT Coding data security MySQL,"django, docker, flask, git, java, mysql, node.js, postgresql, python, rest api, spring boot",11,"Backend Developer django, docker, flask, git, java, mysql, node.js, postgresql, python, rest api, spring boot Health insurance SIDE Front end Version control GIT Coding data security MySQL B.Tech On-site Mumbai",B.Tech,On-site,0,2,2,2 days ago,Not Disclosed,,,700000,Naukri,"mysql, sql, git, r",4
Backend Developer,Backend Developer,Ibm,Pune,"Pune, India",backend developer python ibm cloud operating systems database technologies artificial intelligence ansible back end,"ansible, django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot",11,"Backend Developer ansible, django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot backend developer python ibm cloud operating systems database technologies artificial intelligence ansible back end B.Tech On-site Pune",B.Tech,On-site,1,3,3,3 days ago,Not Disclosed,,,760000,Naukri,"python, r",2
Backend Developer,Backend Developer,Tuskmelon,Chennai,"Chennai, India",algorithms css c++ web application scalability jquery microservices sql,"css, django, docker, flask, java, microservices, mysql, node.js, postgresql, python, rest api, spring boot, sql",13,"Backend Developer css, django, docker, flask, java, microservices, mysql, node.js, postgresql, python, rest api, spring boot, sql algorithms css c++ web application scalability jquery microservices sql B.Tech On-site Chennai",B.Tech,On-site,2,3,4,4 days ago,Not Disclosed,,,820000,Naukri,"sql, r",2
Backend Developer,Backend Developer,Payfi,Noida,"Noida, India",algorithms css web services hibernate jquery microservices sql spring,"css, django, docker, flask, java, microservices, mysql, node.js, postgresql, python, rest api, spring boot, sql",13,"Backend Developer css, django, docker, flask, java, microservices, mysql, node.js, postgresql, python, rest api, spring boot, sql algorithms css web services hibernate jquery microservices sql spring B.Tech On-site Noida",B.Tech,On-site,2,5,3,3 days ago,Not Disclosed,,,820000,Naukri,"sql, r",2
Backend Developer,Backend Developer,Leading Client,Pune,"Pune, India",Java Backend Development Python AI Tools Azure Design Patterns Problem-Solving OOPS,"azure, django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot",11,"Backend Developer azure, django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot Java Backend Development Python AI Tools Azure Design Patterns Problem-Solving OOPS B.Tech On-site Pune",B.Tech,On-site,5,7,4,4 days ago,Not Disclosed,,,1000000,Naukri,"java, python, azure, r",4
Backend Developer,Backend Developer,Prasha Sync,Bengaluru,"Bengaluru, India",backend developer kubernetes restful react sql microservices docker ansible,"ansible, django, docker, flask, java, kubernetes, microservices, mysql, node.js, postgresql, python, react, rest api, spring boot, sql",15,"Backend Developer ansible, django, docker, flask, java, kubernetes, microservices, mysql, node.js, postgresql, python, react, rest api, spring boot, sql backend developer kubernetes restful react sql microservices docker ansible B.Tech On-site Bengaluru",B.Tech,On-site,5,10,3,3 days ago,Not Disclosed,,,1000000,Naukri,"docker, kubernetes, sql, r, react",5
Backend Developer,Developer - Backend,Makemytrip,Mumbai,"Mumbai, Gurugram, India",emerging technologies rest python css problem solving backend development scalability javascript,"css, django, docker, flask, java, javascript, mysql, node.js, postgresql, python, rest api, spring boot",12,"Backend Developer css, django, docker, flask, java, javascript, mysql, node.js, postgresql, python, rest api, spring boot emerging technologies rest python css problem solving backend development scalability javascript B.Tech On-site Mumbai",B.Tech,On-site,0,5,1,1 day ago,Not Disclosed,,,700000,Naukri,"javascript, java, python, r",4
Backend Developer,Backend Developer,Devout Tech Consultants,Other,India,fixtures codeigniter laravel core php bug css c++ wordpress,"css, django, docker, flask, java, mysql, node.js, php, postgresql, python, rest api, spring boot",12,"Backend Developer css, django, docker, flask, java, mysql, node.js, php, postgresql, python, rest api, spring boot fixtures codeigniter laravel core php bug css c++ wordpress B.Tech On-site India",B.Tech,On-site,3,5,1,1 day ago,Not Disclosed,,,880000,Naukri,r,1
Backend Developer,Backend Developer,Mindfount Infotech (Opc),Other,India,Backend NoSQL Architecture Postgresql devops Javascript MongoDB SQL,"django, docker, flask, java, javascript, mongodb, mysql, node.js, postgresql, python, rest api, spring boot, sql",13,"Backend Developer django, docker, flask, java, javascript, mongodb, mysql, node.js, postgresql, python, rest api, spring boot, sql Backend NoSQL Architecture Postgresql devops Javascript MongoDB SQL B.Tech On-site India",B.Tech,On-site,3,8,2,2 days ago,Not Disclosed,,,880000,Naukri,"java, postgresql, sql, r, javascript, mongodb",6
Backend Developer,Backend Developer,Persistent,Bengaluru,"Bengaluru, India",Java Design Patterns PostgreSQL J2EE Other Services Development Backend Development,"django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot",10,"Backend Developer django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot Java Design Patterns PostgreSQL J2EE Other Services Development Backend Development B.Tech On-site Bengaluru",B.Tech,On-site,5,10,1,1 day ago,Not Disclosed,,,1000000,Naukri,"java, sql, postgresql, r",4
Backend Developer,Backend Developer,Fynxt,Chennai,"Chennai, Surat, India",css hibernate jquery microservices sql spring react.js java,"css, django, docker, flask, java, microservices, mysql, node.js, postgresql, python, react, rest api, spring boot, sql",14,"Backend Developer css, django, docker, flask, java, microservices, mysql, node.js, postgresql, python, react, rest api, spring boot, sql css hibernate jquery microservices sql spring react.js java B.Tech On-site Chennai",B.Tech,On-site,8,10,2,2 days ago,Not Disclosed,,,1180000,Naukri,"java, react, sql, r",4
Backend Developer,API & Backend Developer,Esolz Technologies,Kolkata,"Kolkata, India",css software development web application problem solving backend development javascript scalability jquery,"css, django, docker, flask, java, javascript, mysql, node.js, postgresql, python, rest api, spring boot",12,"Backend Developer css, django, docker, flask, java, javascript, mysql, node.js, postgresql, python, rest api, spring boot css software development web application problem solving backend development javascript scalability jquery B.Tech On-site Kolkata",B.Tech,On-site,0,3,21,3 weeks ago,Not Disclosed,,,700000,Naukri,"javascript, java, r",3
Backend Developer,Backend Developer,Codebuddy,Pune,"Pune, India",css api integration bootstrap ajax jquery sql react.js java,"css, django, docker, flask, java, mysql, node.js, postgresql, python, react, rest api, spring boot, sql",13,"Backend Developer css, django, docker, flask, java, mysql, node.js, postgresql, python, react, rest api, spring boot, sql css api integration bootstrap ajax jquery sql react.js java B.Tech On-site Pune",B.Tech,On-site,3,5,3,3 days ago,Not Disclosed,,,880000,Naukri,"java, react, sql, r",4
Backend Developer,Backend Developer,Flying Lion Media,Ahmedabad,"Ahmedabad, India",server css web application architecture dbms ajax jquery sql database design,"css, django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot, sql",12,"Backend Developer css, django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot, sql server css web application architecture dbms ajax jquery sql database design B.Tech On-site Ahmedabad",B.Tech,On-site,0,2,30,3+ weeks ago,Not Disclosed,,,700000,Naukri,"sql, r",2
Backend Developer,Backend Developer,Ifs India Mercantile,Pune,"Pune, India",css web application hibernate jquery microservices spring java git,"css, django, docker, flask, git, java, microservices, mysql, node.js, postgresql, python, rest api, spring boot",13,"Backend Developer css, django, docker, flask, git, java, microservices, mysql, node.js, postgresql, python, rest api, spring boot css web application hibernate jquery microservices spring java git B.Tech On-site Pune",B.Tech,On-site,3,4,7,1 week ago,Not Disclosed,,,880000,Naukri,"java, git, r",3
Backend Developer,Backend Developer,Link Ideas Technologies,Other,India,css c++ bootstrap hibernate ajax jquery sql react.js,"css, django, docker, flask, java, mysql, node.js, postgresql, python, react, rest api, spring boot, sql",13,"Backend Developer css, django, docker, flask, java, mysql, node.js, postgresql, python, react, rest api, spring boot, sql css c++ bootstrap hibernate ajax jquery sql react.js B.Tech On-site India",B.Tech,On-site,0,3,30,3+ weeks ago,Not Disclosed,,,700000,Naukri,"react, sql, r",3
Backend Developer,Backend Developer,Lambdatest,Noida,"Noida, India",rest css python software development backend development javascript jquery microservices,"css, django, docker, flask, java, javascript, microservices, mysql, node.js, postgresql, python, rest api, spring boot",13,"Backend Developer css, django, docker, flask, java, javascript, microservices, mysql, node.js, postgresql, python, rest api, spring boot rest css python software development backend development javascript jquery microservices B.Tech On-site Noida",B.Tech,On-site,1,3,7,1 week ago,Not Disclosed,,,760000,Naukri,"javascript, java, python, r",4
Backend Developer,Backend Developer,Requin Solutions,Jaipur,"Jaipur, India",web application architecture dbms ajax jquery sql database design spring java,"django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot, sql",11,"Backend Developer django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot, sql web application architecture dbms ajax jquery sql database design spring java B.Tech On-site Jaipur",B.Tech,On-site,0,1,30,3+ weeks ago,Not Disclosed,,,700000,Naukri,"java, sql, r",3
Backend Developer,Backend Developer,Shiprocket,Gurugram,"Gurugram(Udyog Vihar Phase 3), India",Java Spring Boot Microservices Backend Development Development Boot Spring Bootstrap,"django, docker, flask, java, microservices, mysql, node.js, postgresql, python, rest api, spring boot",11,"Backend Developer django, docker, flask, java, microservices, mysql, node.js, postgresql, python, rest api, spring boot Java Spring Boot Microservices Backend Development Development Boot Spring Bootstrap B.Tech On-site Gurugram",B.Tech,On-site,2,7,7,1 week ago,Not Disclosed,,,820000,Naukri,"java, r",2
Backend Developer,Backend Developer,Photon,Bengaluru,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru, India",Product management Postgresql MySQL Debugging Agile Application development Ruby SQL,"agile, django, docker, flask, java, mysql, node.js, postgresql, python, rest api, ruby, spring boot, sql",13,"Backend Developer agile, django, docker, flask, java, mysql, node.js, postgresql, python, rest api, ruby, spring boot, sql Product management Postgresql MySQL Debugging Agile Application development Ruby SQL B.Tech On-site Bengaluru",B.Tech,On-site,3,6,30,3+ weeks ago,Not Disclosed,,,880000,Naukri,"mysql, sql, postgresql, r",4
Backend Developer,Backend Developer (NestJS),Hour Consulting,Kolkata,"Kolkata, India",Typescript Node.Js Nestjs Rest Api Design AWS Jest Rest API,"aws, django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot, typescript",12,"Backend Developer aws, django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot, typescript Typescript Node.Js Nestjs Rest Api Design AWS Jest Rest API B.Tech On-site Kolkata",B.Tech,On-site,3,8,3,3 days ago,Not Disclosed,,,880000,Naukri,"node.js, aws, rest api, r",4
Backend Developer,Backend Developer,Delhi Public School Indirapuram,Other,India,Backend Development rest api Rest Apis Node.Js MongoDB Nosql Databases Nestjs Development,"django, docker, flask, java, mongodb, mysql, node.js, postgresql, python, rest api, spring boot",11,"Backend Developer django, docker, flask, java, mongodb, mysql, node.js, postgresql, python, rest api, spring boot Backend Development rest api Rest Apis Node.Js MongoDB Nosql Databases Nestjs Development B.Tech On-site India",B.Tech,On-site,3,6,4,4 days ago,Not Disclosed,,,880000,Naukri,"sql, node.js, r, rest api, mongodb",5
Backend Developer,Backend Developer,Paisabazaar,Gurugram,"Gurugram, India",System Design Node.Js System Architecture MySQL Expresjs Scalability Data Structures DS,"django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot",10,"Backend Developer django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot System Design Node.Js System Architecture MySQL Expresjs Scalability Data Structures DS B.Tech On-site Gurugram",B.Tech,On-site,4,5,7,1 week ago,Not Disclosed,,,940000,Naukri,"mysql, node.js, sql, r",4
Backend Developer,Backend Developer,Codvo,Pune,"Pune, India",Product management Backend PDF Integration testing HTTP Stored procedures microsoft SQL,"django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot, sql",11,"Backend Developer django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot, sql Product management Backend PDF Integration testing HTTP Stored procedures microsoft SQL B.Tech On-site Pune",B.Tech,On-site,5,10,5,5 days ago,Not Disclosed,,,1000000,Naukri,"sql, r",2
Backend Developer,Backend developer,Saxo,Gurugram,"Gurugram, India",Web services Diversity and Inclusion Banking Programming microsoft azure Windows Investment banking Distribution system,"azure, django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot",11,"Backend Developer azure, django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot Web services Diversity and Inclusion Banking Programming microsoft azure Windows Investment banking Distribution system B.Tech On-site Gurugram",B.Tech,On-site,8,10,4,4 days ago,Not Disclosed,,,1180000,Naukri,"azure, r",2
Backend Developer,SFCC Backend Developer - SFRA is must,Gspann,Bengaluru,"Hyderabad, Gurugram, Bengaluru, India",SFCC Sfra Backend Development contoler SFDC Development Backend,"django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot",10,"Backend Developer django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot SFCC Sfra Backend Development contoler SFDC Development Backend B.Tech On-site Bengaluru",B.Tech,On-site,5,10,3,3 days ago,Not Disclosed,,,1000000,Naukri,r,1
Backend Developer,Backend Developer,Nlb,Noida,"Noida, India",.Net Core AWS Python C# Web Api Asp.Net Core Entity Framework Backend,"aws, django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot",11,"Backend Developer aws, django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot .Net Core AWS Python C# Web Api Asp.Net Core Entity Framework Backend B.Tech On-site Noida",B.Tech,On-site,5,10,7,1 week ago,Not Disclosed,,,1000000,Naukri,"aws, python, r",3
Backend Developer,Backend Developer,Digixpressions Media,Mumbai,"Mumbai, Navi Mumbai, India",Performance tuning Software design Backend GIT HP data protector Coding MySQL SEO,"django, docker, flask, git, java, mysql, node.js, postgresql, python, rest api, spring boot",11,"Backend Developer django, docker, flask, git, java, mysql, node.js, postgresql, python, rest api, spring boot Performance tuning Software design Backend GIT HP data protector Coding MySQL SEO B.Tech On-site Mumbai",B.Tech,On-site,2,3,2,2 days ago,Not Disclosed,,,820000,Naukri,"mysql, sql, git, r",4
Backend Developer,Backend Developer,Mostedge,Other,India,Python Machine Learning frameworks PyTorch ORM frameworks SQL databases FastAPI API frameworks TensorFlow,"django, docker, fastapi, flask, java, machine learning, mysql, node.js, postgresql, python, pytorch, rest api, spring boot, sql, tensorflow",15,"Backend Developer django, docker, fastapi, flask, java, machine learning, mysql, node.js, postgresql, python, pytorch, rest api, spring boot, sql, tensorflow Python Machine Learning frameworks PyTorch ORM frameworks SQL databases FastAPI API frameworks TensorFlow B.Tech On-site India",B.Tech,On-site,4,8,2,2 days ago,Not Disclosed,,,940000,Naukri,"tensorflow, sql, python, r, machine learning, pytorch",6
Backend Developer,backend developer,Routematic,Bengaluru,"Bengaluru, India",Backend Interpersonal skills Front end GIT Analytical Javascript Continuous improvement SQL,"django, docker, flask, git, java, javascript, mysql, node.js, postgresql, python, rest api, spring boot, sql",13,"Backend Developer django, docker, flask, git, java, javascript, mysql, node.js, postgresql, python, rest api, spring boot, sql Backend Interpersonal skills Front end GIT Analytical Javascript Continuous improvement SQL B.Tech On-site Bengaluru",B.Tech,On-site,0,3,30,3+ weeks ago,Not Disclosed,,,700000,Naukri,"git, java, sql, r, javascript",5
Backend Developer,Backend Developer,Patiyal Infotech,Other,India,python laravel c version control backend developer schema design backend development programming languages,"django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot",10,"Backend Developer django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot python laravel c version control backend developer schema design backend development programming languages B.Tech On-site India",B.Tech,On-site,1,2,30,3+ weeks ago,Not Disclosed,,,760000,Naukri,"python, r",2
Backend Developer,Backend Developer- RenewBuy,Logic Planet,Mumbai,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad, India",innovation emerging technologies css project management screening software development backend development javascript,"css, django, docker, flask, java, javascript, mysql, node.js, postgresql, python, rest api, spring boot",12,"Backend Developer css, django, docker, flask, java, javascript, mysql, node.js, postgresql, python, rest api, spring boot innovation emerging technologies css project management screening software development backend development javascript B.Tech On-site Mumbai",B.Tech,On-site,0,5,30,3+ weeks ago,Not Disclosed,,,700000,Naukri,"javascript, java, r",3
Backend Developer,Backend Developer,Prodat,Bengaluru,"Bengaluru, India",web application architecture dbms ajax jquery sql database design spring java,"django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot, sql",11,"Backend Developer django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot, sql web application architecture dbms ajax jquery sql database design spring java B.Tech On-site Bengaluru",B.Tech,On-site,1,2,30,3+ weeks ago,Not Disclosed,,,760000,Naukri,"java, sql, r",3
Backend Developer,Backend Developer,E2E Management Services,Bengaluru,"Bengaluru, India",web application architecture dbms ajax jquery sql database design java git,"django, docker, flask, git, java, mysql, node.js, postgresql, python, rest api, spring boot, sql",12,"Backend Developer django, docker, flask, git, java, mysql, node.js, postgresql, python, rest api, spring boot, sql web application architecture dbms ajax jquery sql database design java git B.Tech On-site Bengaluru",B.Tech,On-site,3,4,30,3+ weeks ago,Not Disclosed,,,880000,Naukri,"java, sql, git, r",4
Backend Developer,Backend Developer,Logic Planet,Mumbai,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad, India",innovation emerging technologies css project management screening software development backend development javascript,"css, django, docker, flask, java, javascript, mysql, node.js, postgresql, python, rest api, spring boot",12,"Backend Developer css, django, docker, flask, java, javascript, mysql, node.js, postgresql, python, rest api, spring boot innovation emerging technologies css project management screening software development backend development javascript B.Tech On-site Mumbai",B.Tech,On-site,0,5,30,3+ weeks ago,Not Disclosed,,,700000,Naukri,"javascript, java, r",3
Backend Developer,Backend Developer,Vintronics Consulting,Bengaluru,"Bengaluru, India",rest css python software development web application backend development ajax javascript,"css, django, docker, flask, java, javascript, mysql, node.js, postgresql, python, rest api, spring boot",12,"Backend Developer css, django, docker, flask, java, javascript, mysql, node.js, postgresql, python, rest api, spring boot rest css python software development web application backend development ajax javascript B.Tech On-site Bengaluru",B.Tech,On-site,3,9,21,3 weeks ago,Not Disclosed,,,880000,Naukri,"javascript, java, python, r",4
Backend Developer,backend developer,Sutraa Technosoft,Noida,"Noida, India",web application architecture dbms ajax jquery sql database design spring java,"django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot, sql",11,"Backend Developer django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot, sql web application architecture dbms ajax jquery sql database design spring java B.Tech On-site Noida",B.Tech,On-site,2,3,30,3+ weeks ago,Not Disclosed,,,820000,Naukri,"java, sql, r",3
Backend Developer,Backend Developer,Connate People Technology,Pune,"Pune, India",web application architecture dbms ajax jquery sql database design spring java,"django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot, sql",11,"Backend Developer django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot, sql web application architecture dbms ajax jquery sql database design spring java B.Tech On-site Pune",B.Tech,On-site,3,6,30,3+ weeks ago,Not Disclosed,,,880000,Naukri,"java, sql, r",3
Backend Developer,BACKEND DEVELOPER,Audify Tech,Bengaluru,"Bengaluru, India",Backend Backend Development Development Backend Backend Development Development BACKEND DEVELOPER,"django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot",10,"Backend Developer django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot Backend Backend Development Development Backend Backend Development Development BACKEND DEVELOPER B.Tech On-site Bengaluru",B.Tech,On-site,2,4,30,3+ weeks ago,Not Disclosed,,,820000,Naukri,r,1
Backend Developer,Backend Developer,Stutzen,Other,India,C++ Backend Hibernate Manager Quality Assurance Coding PHP test driven development JSF,"django, docker, flask, java, mysql, node.js, php, postgresql, python, rest api, spring boot",11,"Backend Developer django, docker, flask, java, mysql, node.js, php, postgresql, python, rest api, spring boot C++ Backend Hibernate Manager Quality Assurance Coding PHP test driven development JSF B.Tech On-site India",B.Tech,On-site,0,1,30,3+ weeks ago,Not Disclosed,,,700000,Naukri,r,1
Backend Developer,BACKEND DEVELOPER,Gforce Consulting Solutions,Bengaluru,"Bengaluru, India",Backend Front end HP data protector Database design Debugging application architecture Monitoring Ruby on rails,"django, docker, flask, java, mysql, node.js, postgresql, python, rest api, ruby, spring boot",11,"Backend Developer django, docker, flask, java, mysql, node.js, postgresql, python, rest api, ruby, spring boot Backend Front end HP data protector Database design Debugging application architecture Monitoring Ruby on rails B.Tech On-site Bengaluru",B.Tech,On-site,1,4,30,3+ weeks ago,Not Disclosed,,,760000,Naukri,r,1
